mid	oldName	newName	category	reason
800000061676	星轨观测站	直拍放大镜	舞台	舞台直拍/追星内容；依据：记录少年们破茧成蝶的成长轨迹，专注舞台高光与幕后日常
800000057672	星辰守望者	时事取景册	摄影	摄影/影像/镜头内容；依据：关注时事动态，保持独立思考
800000067752	星辰漫游者	脑洞日常本	生活	生活/日常/旅行内容；依据：在B站记录日常与脑洞
800000058083	星辰观测者	小确幸收纳盒	生活	生活/日常/旅行内容；依据：记录日常，分享生活中的小确幸
800000027249	星野听风	随感切片机	生活	生活/日常/旅行内容；依据：日常分享生活碎片与随感
800000067205	星野微凉	小爪档案袋	宠物	宠物/动物内容；依据：05年二次元爱好者，游戏涵盖了永劫无间和瓦罗兰特，也常玩英雄联盟。喜欢J
800000067118	星野拾光录	点滴美好手册	生活	生活/日常/旅行内容；依据：记录生活点滴与美好瞬间
800000028865	星野拾光者	幽默探索日记	生活	生活/日常/旅行内容；依据：偶尔分享日常，偶尔追逐光影，生活嘛，就是要带着点幽默感去探索
800000050129	星野碎碎念	生活剪辑相册	生活	生活/日常/旅行内容；依据：日常剪辑爱好者，记录生活里的碎片光影
800000056325	林间小鹿	点滴旅行札记	生活	生活/日常/旅行内容；依据：专注生活分享，记录日常点滴
800000054598	林间拾光	影像系统试车间	摄影	摄影/影像/镜头内容；依据：专注汽车评测与数码摄影体验，喜欢探索影像系统的无限可能
800000055280	林间拾光者	校园青春镜头	生活	生活/日常/旅行内容；依据：镜头里的青春碎片，用光影记录校园日常
800000053441	林间漫步者	山河旅途手记	生活	生活/日常/旅行内容；依据：行走山河间，用脚步丈量世界的温度。记录旅途中的点滴感动，分享简单纯粹的生
800000062409	森屿鹿鸣	生态奇境档案	游戏	游戏/实况/攻略内容；依据：漫步于虚构的生态奇境，记录那些未被驯服的灵动瞬间。
800000039529	橘座饲养员	橘猫鲜食厨房	生活	生活/日常/旅行内容；依据：记录与多只橘猫的日常生活，致力于科学喂养与毛孩子健康。分享自制鲜食教程，
800000033783	次元漫游者	动画切片铺	二次元	二次元/番剧/鬼畜内容；依据：深耕二次元领域的视频创作者，专注动漫盘点与游戏实况，期待与各位在弹幕中相
800000039992	汽修小百科	山路试车员	汽车	汽车/驾驶/车况内容；依据：专注车辆维修技术，分享实用干货
800000037873	空域观测者	教程小黑板	教育	教程/学习/知识内容；依据：专注航拍与穿越机文化，分享硬核飞行技巧与设备评测，致力于探索天空的无限视
800000067640	笑点收集员	快乐瞬间收集站	生活	生活/日常/旅行内容；依据：日常分享快乐瞬间
800000039913	纸鸢绘梦	线条日常画簿	生活	生活/日常/旅行内容；依据：笔尖流淌的日常碎片，用线条记录生活里的温柔与倔强
800000058649	绿茵守望者	赛场情绪记录员	游戏	游戏/实况/攻略内容；依据：竞技赛场的情感起伏记录
800000024889	舞步轻扬	街舞课堂日记	生活	生活/日常/旅行内容；依据：专注街舞教学，分享原创编舞分解动作与课堂日常
800000035605	花间拾趣	手作生活美学	生活	生活/日常/旅行内容；依据：专注生活美学与手作日常，记录岁月静好
800000042826	荒野漫游者	荒野乱斗放映厅	游戏	游戏/实况/攻略内容；依据：专注荒野乱斗操作解析与高光集锦，分享游戏乐趣，感谢每一份支持与陪伴
800000049249	薄荷微凉	备考日记本	教育	教程/学习/知识内容；依据：秋冬发型加分项！4种发箍实用佩戴技巧
800000047986	视觉漫游者	平面视觉笔记	摄影	摄影/影像/镜头内容；依据：喜欢记录生活中的美好瞬间，专注平面设计与视觉表达，探索美学与实用的平衡
800000035432	译海拾贝	一手资讯译站	游戏	游戏/实况/攻略内容；依据：专注一手资讯直译，用简洁文字还原事件本质，拒绝二手转述。
800000064419	资讯观察员	热点深度笔记	游戏	游戏/实况/攻略内容；依据：专注热点追踪，分享深度见解
800000015674	赛博守望者	幻想小剧场	二次元	二次元/番剧/鬼畜内容；依据：沉迷特摄与二次元创作，记录每一次心跳
800000064691	追剧小雷达	高分剧追更室	影视	影视/影评/剧集内容；依据：专注影视解说，每日更新高分好剧，带你解锁更多冷门佳作
800000021564	雾岛听风	惬意实况手记	生活	生活/日常/旅行内容；依据：偶尔制作一些轻松惬意的游戏实况、日常记录、旅行足迹与运动瞬间
800000007560	青岚拾梦	自在成长手册	生活	生活/日常/旅行内容；依据：专注女性成长与生活美学，记录不讨好他人的自在日常。
800000033837	风铃草的梦	快乐聊天星球	生活	生活/日常/旅行内容；依据：喜欢分享日常趣事，这里是我的快乐星球，欢迎新朋友一起来聊天玩耍٩( 'ω
800000067059	食光漫步者	三餐烟火手账	生活	生活/日常/旅行内容；依据：三餐四季，记录日常美食与烟火气。喜欢探索街头巷尾的小馆子，也爱在家动手复
